1	2171787
1	9414323
1	13852321
1	14995104
1	20818544
1	21401460
1	27022293
1	31272700
1	35534250
1	37359753
1	38065848
1	39588967
1	41266731
1	41426143
1	47827897
1	50854774
1	52714902
1	52735072
1	56296608
1	56726771
1	57573496
1	59996603
1	69545085
1	69667606
1	72922285
1	73614681
1	75282494
1	75992675
1	79014071
1	79562398
1	80264261
1	83513823
1	92229648
1	95691296
1	96365171
1	96423723
1	98616176
1	105401472
1	106044623
1	107684637
1	112770956
1	115085973
1	119623306
1	120033820
1	143498303
1	147212711
1	147232803
1	158103857
1	161282246
1	163486528
1	164553284
1	164810042
1	165906407
1	170073292
1	170639567
1	171747319
1	172149537
1	172755407
1	174110311
1	174893308
1	176707388
1	177724387
1	178322934
1	178864580
1	181375584
1	181717256
1	184197000
1	187290101
1	192013035
1	192462357
1	193541180
1	195710925
1	196036419
1	204276285
1	206975617
1	207279570
1	209473066
1	213453400
1	213453467
1	213941540
1	218896482
1	224385090
1	227970111
1	229888910
1	235012832
1	235125590
1	235720064
1	238352267
1	240505860
1	243007975
1	243782442
1	246653621
2	6262158
2	10238577
2	14800758
2	17778613
2	21786573
2	24686755
2	27305435
2	29197669
2	29617193
2	36067687
2	36169673
2	41422124
2	44782254
2	45210103
2	46962772
2	49884261
2	51725950
2	51726392
2	57437486
2	58698739
2	64905537
2	65235757
2	65895554
2	66343218
2	67130519
2	71463225
2	76411016
2	76979427
2	77210400
2	79029173
2	81319809
2	81591488
2	81646924
2	85425899
2	86222728
2	88982883
2	98389911
2	102530005
2	104282662
2	105230810
2	107948319
2	109910050
2	117886035
2	119015948
2	119091294
2	119683866
2	124342814
2	124478672
2	126569154
2	128299687
2	129077317
2	137532262
2	138427518
2	140526183
2	141184381
2	142837741
2	144956810
2	145030620
2	145299544
2	147701664
2	148069693
2	149034975
2	152207854
2	152623352
2	154530079
2	160983207
2	166465489
2	169800215
2	174175182
2	176086396
2	181024905
2	184352439
2	186311801
2	187820829
2	188788717
2	188825052
2	190059036
2	190164109
2	192056073
2	193258052
2	195569375
2	202271722
2	206303609
2	206630936
2	208492112
2	213365610
2	215787986
2	216734130
2	218004870
2	220138142
2	229373878
2	232996104
2	234924356
2	238798705
2	240741720
3	1643366
3	2112629
3	2926207
3	3017088
3	3259492
3	5539958
3	11545507
3	13524442
3	15731392
3	15752310
3	18798190
3	19724153
3	21052398
3	21409075
3	21505012
3	22461421
3	23888744
3	28632990
3	29158558
3	29656451
3	31086855
3	31324336
3	33354587
3	34050176
3	34301358
3	34981507
3	37570246
3	49577459
3	51172482
3	51654552
3	52571271
3	53273421
3	55142177
3	56296068
3	59319903
3	59763114
3	60516128
3	61648276
3	65238947
3	66569238
3	67856365
3	70119872
3	70201419
3	70916266
3	72993493
3	73433313
3	73703805
3	74251128
3	74844805
3	75400795
3	77566727
3	79949657
3	81593216
3	81976157
3	81995462
3	82117028
3	82973227
3	83400833
3	84394033
3	84796822
3	84796941
3	85603027
3	85738890
3	86222306
3	86256261
3	86754117
3	87357951
3	89261946
3	89659612
3	89763928
3	89780178
3	90084981
3	94056185
3	95671183
3	102003841
3	103204001
3	105039318
3	107449917
3	108274556
3	110014071
3	111735894
3	111736114
3	113589333
3	114119309
3	115568677
3	117427864
3	117584461
3	119103661
3	119131048
3	119169670
3	120936158
3	121288527
3	126301306
3	128294102
3	128703485
3	128960872
3	129019226
3	129518476
3	129518514
3	130421555
3	130984262
3	134854452
3	141433881
3	143658339
3	146787953
3	149471519
3	149555765
3	155726254
3	160896909
3	164963267
3	167889914
3	167987407
3	168198504
3	169348692
3	174429104
3	176004349
3	176082237
3	180401250
3	186002263
3	192689119
3	196918545
4	497949
4	5939891
4	6433653
4	8429250
4	12037310
4	12357991
4	12745181
4	15555852
4	15730904
4	16453658
4	16603946
4	17089507
4	18880794
4	20019882
4	20403924
4	23841247
4	26588036
4	30108149
4	30737585
4	34060656
4	34888805
4	34899917
4	35418951
4	37138205
4	39079442
4	41166064
4	43725730
4	44739197
4	47474781
4	47591456
4	48069323
4	55649303
4	56446257
4	59040648
4	61209147
4	61241369
4	62528300
4	63504774
4	64147655
4	66564892
4	67637068
4	70423735
4	70933621
4	72973301
4	73445831
4	74405604
4	74931265
4	78312020
4	81791069
4	89797916
4	92678944
4	97158573
4	98120460
